###Input_File	Marker	keep_Audio	Start_formatiert	Ende_formatiert	Start_(sek.)	Ende_(sek.)	Länge_(sek.)	Beschreibung	Ort	Lokation	DateTime	AddToStart	1.0
aaa_IMG_4826.jpg		no	0:00	0:05	0.000	5.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4800.jpg		no	0:05	0:10	5.000	10.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4801.jpg		no	0:10	0:15	10.000	15.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4802.jpg		no	0:15	0:20	15.000	20.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4803.jpg		no	0:20	0:25	20.000	25.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4804.jpg		no	0:25	0:30	25.000	30.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4805.jpg		no	0:30	0:35	30.000	35.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4806.jpg		no	0:35	0:40	35.000	40.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4807.jpg		no	0:40	0:45	40.000	45.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4808.jpg		no	0:45	0:50	45.000	50.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4809.jpg		no	0:50	0:55	50.000	55.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4810.jpg		no	0:55	1:00	55.000	60.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4811.jpg		no	1:00	1:05	60.000	65.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4812.jpg		no	1:05	1:10	65.000	70.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4813.jpg		no	1:10	1:15	70.000	75.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4814.jpg		no	1:15	1:20	75.000	80.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4815.jpg		no	1:20	1:25	80.000	85.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4816.jpg		no	1:25	1:30	85.000	90.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4817.jpg		no	1:30	1:35	90.000	95.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4818.jpg		no	1:35	1:40	95.000	100.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4819.jpg		no	1:40	1:45	100.000	105.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4820.jpg		no	1:45	1:50	105.000	110.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4821.jpg		no	1:50	1:55	110.000	115.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4822.jpg		no	1:55	2:00	115.000	120.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4823.jpg		no	2:00	2:05	120.000	125.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4824.jpg		no	2:05	2:10	125.000	130.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4825.jpg		no	2:10	2:15	130.000	135.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4826.jpg		no	2:15	2:20	135.000	140.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4827.jpg		no	2:20	2:25	140.000	145.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4828.jpg		no	2:25	2:30	145.000	150.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4829.jpg		no	2:30	2:35	150.000	155.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4830.jpg		no	2:35	2:40	155.000	160.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4831.jpg		no	2:40	2:45	160.000	165.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4832.jpg		no	2:45	2:50	165.000	170.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4833.jpg		no	2:50	2:55	170.000	175.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4834.jpg		no	2:55	3:00	175.000	180.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4835.jpg		no	3:00	3:05	180.000	185.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4836.jpg		no	3:05	3:10	185.000	190.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
IMG_4837.jpg		no	3:10	3:15	190.000	195.000	5.000	St.Mang			15.8.80 (Fr) 12:00		
